staff_id,staff_name,position,department,start_date,email
S0746,Brandi Pope,Clerk,Sales,2023-03-05,kempdaniel@example.org
S0747,Megan Garcia,Manager,Sales,2023-07-23,andreamiller@example.net
S0748,Benjamin Castro,Clerk,Service,2021-03-20,diamond47@example.org
S0749,Keith Johnson,Manager,Administration,2021-04-18,christian58@example.net
S0750,Cathy Mcbride,Clerk,Service,2021-02-16,uwatkins@example.org
S0751,Laura Jones,Technician,Sales,2023-07-13,nealjeffrey@example.net
S0752,Angela Freeman,Manager,Sales,2023-12-18,allison54@example.org
S0753,David Hoover,Manager,Administration,2020-09-15,ashley22@example.com
S0754,Melinda Acosta,Manager,Service,2024-01-12,thompsonemily@example.net
S0755,Bobby Moore PhD,Manager,Sales,2020-01-22,elliscassandra@example.com
S0756,Nicholas Jackson,Clerk,Administration,2021-08-06,kturner@example.net
S0757,Rachel Garrett,Salesperson,Service,2020-02-18,jon01@example.com
S0758,Jeff Castillo,Manager,Sales,2020-11-17,deborahwhite@example.org
S0759,Timothy Flores,Clerk,Management,2020-11-03,gwood@example.net
S0760,Joshua Brown,Manager,Management,2023-12-26,martincasey@example.com
S0761,Erica Swanson,Manager,Service,2021-09-28,williamsbreanna@example.org
S0762,Roberto Smith,Technician,Management,2020-01-21,keith72@example.com
S0763,Janet Gonzalez,Salesperson,Service,2019-06-02,bbrooks@example.com
S0764,Amber Johnson,Clerk,Management,2019-09-07,kevinchavez@example.com
S0765,Sara Scott,Salesperson,Management,2021-07-08,joshua54@example.org
S0766,Lee Hernandez,Technician,Administration,2023-11-20,kjones@example.net
S0767,Mark Allen,Clerk,Management,2023-01-26,brandonedwards@example.net
S0768,William Butler,Clerk,Management,2022-01-28,laura55@example.org
S0769,Kelli Jackson,Clerk,Sales,2023-08-25,johnsonanthony@example.com
S0770,Zachary Cortez,Clerk,Administration,2019-05-04,edwardphillips@example.com
S0771,Sonya York,Clerk,Sales,2023-05-27,amoore@example.com
S0772,Andre Lopez,Clerk,Management,2020-08-23,amy52@example.com
S0773,Joshua Jennings,Salesperson,Sales,2021-02-27,xsandoval@example.net
S0774,William Liu,Technician,Administration,2023-09-02,alisha98@example.org
S0775,Kevin Grant,Technician,Administration,2023-10-26,martinkelly@example.com
S0776,Paul Cruz,Clerk,Administration,2022-07-02,ramirezkimberly@example.org
S0777,Nicole Koch,Clerk,Sales,2021-05-23,edwardskelly@example.org
S0778,Tonya Vargas,Manager,Management,2020-04-08,juliapotter@example.org
S0779,Jordan Hunt,Salesperson,Administration,2020-06-23,ostephens@example.net
S0780,Tina May,Technician,Administration,2022-10-21,brian39@example.com
S0781,Andrew Ayala,Salesperson,Service,2020-05-19,allenkayla@example.net
S0782,Sarah Knight,Salesperson,Service,2022-03-14,kathy75@example.com
S0783,Belinda Stone,Clerk,Sales,2020-03-22,brittany39@example.net
S0784,Tammy Shelton,Clerk,Management,2021-10-30,laurashah@example.com
S0785,Stacy Tran,Salesperson,Administration,2023-07-08,danafields@example.org
S0786,Steven Johnson PhD,Salesperson,Administration,2023-03-27,rharvey@example.net
S0787,Anita Taylor,Salesperson,Service,2020-06-10,novakamanda@example.org
S0788,Amy Tran,Salesperson,Sales,2023-07-13,benjaminfoley@example.net
S0789,Brianna Frost,Technician,Administration,2021-12-10,bryanperkins@example.net
S0790,Brandon Fernandez Jr.,Salesperson,Service,2024-02-01,mccoymatthew@example.net
S0791,Rachael Herrera,Manager,Service,2023-03-14,brandonallen@example.org
S0792,Travis Johnson,Manager,Management,2021-07-19,lisa65@example.org
S0793,Crystal Carpenter,Salesperson,Sales,2022-03-07,tinagreen@example.org
S0794,Christina Welch,Clerk,Service,2021-03-22,omurphy@example.org
S0795,Regina Diaz,Clerk,Sales,2022-02-16,michael41@example.org
S0796,Stephanie Wong,Clerk,Management,2020-03-25,cainbrittney@example.net
S0797,Erin Berger,Technician,Service,2023-02-20,westmanuel@example.com
S0798,Meagan Cross,Salesperson,Sales,2019-11-29,cheyenne91@example.com
S0799,David Howard,Technician,Service,2023-12-29,moorecasey@example.net
S0800,Jessica Lee,Technician,Sales,2022-07-05,isullivan@example.org
S0801,Peter Hopkins,Salesperson,Management,2023-10-21,felicia60@example.com
S0802,Erika Turner,Manager,Service,2022-02-18,diane04@example.com
S0803,Dr. Kimberly Sullivan,Clerk,Service,2023-09-06,tara55@example.org
S0804,David Reynolds,Clerk,Management,2021-10-03,scottsnyder@example.org
S0805,Michael Skinner,Salesperson,Service,2021-09-17,john79@example.com
S0806,David Miller,Manager,Sales,2022-06-17,shannon28@example.net
S0807,Susan White,Salesperson,Management,2022-02-09,vwatson@example.com
S0808,Jason Hill,Manager,Service,2020-05-01,awatkins@example.net
S0809,Kayla Soto,Technician,Sales,2019-10-02,dfisher@example.org
S0810,William Hansen,Clerk,Administration,2023-11-10,isparks@example.net
S0811,Felicia Berry,Technician,Sales,2023-08-22,patricia22@example.net
S0812,Jennifer Turner,Clerk,Management,2020-03-27,darrell99@example.com
S0813,Jennifer White,Manager,Administration,2019-11-09,pharper@example.com
S0814,David Benjamin,Salesperson,Service,2023-11-07,mary83@example.net
S0815,Elizabeth Mullen,Technician,Management,2019-07-03,bflores@example.org
S0816,Vincent Davis,Technician,Sales,2020-09-19,vvelez@example.net
S0817,Nathan Ward,Manager,Sales,2024-03-24,alexanderjoel@example.net
S0818,Billy Bell,Salesperson,Service,2023-10-24,dustin81@example.org
S0819,Nicholas Wise,Manager,Service,2021-09-18,murphykimberly@example.com
S0820,Monica Walker,Clerk,Management,2022-08-31,amandafox@example.org
S0821,Bailey Willis,Technician,Sales,2022-07-14,brownjill@example.com
S0822,David Gonzales,Technician,Management,2022-11-29,johntorres@example.com
S0823,Kimberly Thompson,Clerk,Sales,2022-08-08,joseph08@example.com
S0824,Carla Stewart,Manager,Administration,2023-08-13,tthompson@example.com
S0825,Jonathan Hardy,Clerk,Administration,2023-09-02,peter43@example.net
S0826,Steven Frank,Technician,Service,2022-05-16,collinsmegan@example.net
S0827,Samuel Sosa,Technician,Administration,2019-10-16,clarkcharles@example.org
S0828,Stanley Wong,Technician,Service,2020-07-03,sanchezkenneth@example.org
S0829,Patrick Miller,Technician,Administration,2022-02-24,qpowell@example.net
S0830,Holly Watkins MD,Salesperson,Management,2019-05-30,klopez@example.com
S0831,Dawn Morales,Technician,Administration,2021-03-29,clarkchristine@example.net
S0832,John Moon,Clerk,Management,2022-08-31,castilloashley@example.com
S0833,Jamie Gonzalez,Technician,Service,2021-04-26,teresatorres@example.com
S0834,Steven Cook,Technician,Sales,2022-11-17,mikegreen@example.net
S0835,Morgan Rice,Manager,Administration,2023-01-24,dannypineda@example.net
S0836,Lauren Bell,Clerk,Sales,2023-11-13,brucedavis@example.org
S0837,Jeffery Maldonado,Manager,Administration,2022-02-10,iodom@example.org
S0838,Allen Horne,Clerk,Sales,2021-11-03,rbennett@example.org
S0839,Angela Bruce,Clerk,Administration,2021-04-23,lisa49@example.com
S0840,Nicole Richardson,Technician,Administration,2022-11-15,katherine03@example.com
S0841,Carlos Johnson,Clerk,Management,2022-04-14,kelly55@example.net
S0842,Tara Hogan,Technician,Management,2023-07-27,simslisa@example.net
S0843,Jason Jackson,Manager,Administration,2019-06-29,perryamanda@example.com
S0844,Brittney Kennedy,Technician,Sales,2019-07-20,tiffany66@example.com
S0845,Robert Howard,Salesperson,Administration,2023-06-22,leealan@example.com
S0846,Olivia Koch,Manager,Management,2020-09-08,williamhines@example.org
S0847,Heather Martinez,Clerk,Administration,2023-12-12,khuynh@example.com
S0848,Christopher Martin,Salesperson,Management,2023-02-23,rileykiara@example.com
S0849,Allison Moore,Technician,Service,2022-09-20,nancycampbell@example.net
S0850,Kathy Rivera,Technician,Management,2022-02-28,egarcia@example.net
S0851,James Conrad,Clerk,Administration,2020-11-19,grichardson@example.net
S0852,Jenny Nguyen,Manager,Sales,2021-07-10,allenheather@example.net
S0853,Joanna Walker,Technician,Service,2021-02-06,ryan02@example.org
S0854,Tina Lopez,Technician,Service,2019-10-22,kevin38@example.org
S0855,Patricia Daniels,Technician,Service,2020-07-10,wandapeters@example.net
S0856,Haley Jones,Manager,Sales,2023-02-14,robinsonvickie@example.org
S0857,Laurie Cooper,Technician,Sales,2019-06-09,robert43@example.com
S0858,Nathaniel Barnett,Technician,Sales,2019-05-24,joneslauren@example.com
S0859,Amy Velasquez,Clerk,Service,2021-03-14,aevans@example.org
S0860,Scott Hodges,Salesperson,Sales,2022-06-01,zimmermanemma@example.com
S0861,Ashley Williams,Salesperson,Management,2022-06-26,vgreer@example.net
S0862,Christine Diaz,Salesperson,Sales,2019-06-15,sheryledwards@example.com
S0863,Lori Green,Salesperson,Administration,2023-03-23,wclark@example.net
S0864,Scott Pena,Technician,Management,2020-10-17,bgarza@example.com
S0865,Elizabeth Powell,Clerk,Management,2024-03-02,connie27@example.com
S0866,William Anderson,Salesperson,Management,2022-11-06,rodriguezrobert@example.net
S0867,Ashley Brown,Clerk,Service,2021-03-05,nlopez@example.net
S0868,Pamela Thompson,Clerk,Service,2019-08-17,richard63@example.org
S0869,Taylor Johnson,Technician,Sales,2019-08-05,navarroanthony@example.com
S0870,Jamie Bailey,Technician,Service,2021-11-26,jchase@example.com
S0871,Darrell Rivera,Salesperson,Sales,2019-10-22,jonesjoseph@example.com
S0872,Rebecca Hobbs,Salesperson,Management,2020-09-26,klewis@example.net
S0873,Thomas Coleman,Salesperson,Service,2021-05-12,andre85@example.net
S0874,Ashley Hanson,Clerk,Management,2022-09-06,bryanfrey@example.net
S0875,Crystal Brown,Salesperson,Sales,2020-06-23,cantrelldebra@example.org
S0876,David Davis,Salesperson,Management,2021-02-02,qrogers@example.net
S0877,Sharon Avery,Salesperson,Service,2021-02-15,jenniferrosales@example.com
S0878,Lisa Griffin,Technician,Sales,2021-05-30,omendoza@example.net
S0879,Emily Olson,Clerk,Sales,2019-04-03,navarroronald@example.com
S0880,Connie Stark,Clerk,Administration,2023-09-23,sabrinacollier@example.com
S0881,Anne Flores,Manager,Service,2023-12-18,fbass@example.net
S0882,Anthony Davis,Manager,Service,2022-12-28,erose@example.org
S0883,Ashley Wiley,Manager,Sales,2019-10-06,robertrobertson@example.net
S0884,Tonya Callahan,Manager,Sales,2019-09-25,jarvisadam@example.com
S0885,Henry Doyle,Clerk,Management,2021-05-13,jeremiahdavis@example.net
S0886,Ryan Soto,Clerk,Service,2023-06-04,lweaver@example.com
S0887,Meghan Hudson,Technician,Service,2020-06-16,petercarpenter@example.net
S0888,Vincent Smith,Clerk,Administration,2021-07-03,kelsey63@example.org
S0889,Natalie Baker,Clerk,Administration,2020-06-29,tiffanyhill@example.net
S0890,Shawn Marshall,Manager,Sales,2021-11-17,pauljaime@example.com
S0891,William Caldwell,Salesperson,Management,2019-04-09,kgay@example.com
S0892,Amy Owens,Salesperson,Service,2022-11-12,denisewaters@example.net
S0893,Jessica Davis,Clerk,Administration,2023-01-29,daviseric@example.net
S0894,Travis Snyder,Technician,Sales,2022-04-20,lauren06@example.org
S0895,Robert Mejia DVM,Salesperson,Sales,2021-05-16,debrabolton@example.net
S0896,Benjamin Elliott,Technician,Sales,2022-09-21,christine76@example.com
S0897,Carlos Hartman,Technician,Sales,2021-03-13,cadams@example.com
S0898,Matthew Galloway,Technician,Administration,2022-07-28,alyssareilly@example.com
S0899,Kristina Ford,Salesperson,Administration,2021-06-25,markfisher@example.org
S0900,Dana Velasquez DVM,Salesperson,Sales,2019-06-20,higginsnicholas@example.com
S0901,Michael Thompson,Salesperson,Administration,2021-12-13,cindycastillo@example.org
S0902,Adrian Ramsey,Technician,Sales,2020-06-07,sarah81@example.com
S0903,Bradley Green,Salesperson,Administration,2023-01-30,hcastro@example.org
S0904,Patricia Griffin,Manager,Sales,2024-02-10,devinbeasley@example.net
S0905,Jessica Cole,Technician,Service,2023-12-30,coreybradford@example.com
S0906,Katherine Jones,Salesperson,Management,2019-07-20,barbarawright@example.net
S0907,Robert Cuevas,Manager,Service,2023-10-06,xkennedy@example.net
S0908,Dr. Jason Chandler,Technician,Administration,2021-01-13,benjamin10@example.org
S0909,Cameron Martin,Manager,Management,2022-05-16,katherineryan@example.org
S0910,John Carter,Technician,Service,2022-02-25,landryruth@example.org
S0911,Kristin Welch,Technician,Sales,2022-04-06,jessica41@example.net
S0912,Allison Robinson,Manager,Management,2021-09-08,ann07@example.org
S0913,Kim Baxter,Salesperson,Management,2020-03-22,james71@example.net
S0914,Rachel Davis,Manager,Sales,2019-11-02,carlos81@example.com
S0915,Courtney Wilson,Clerk,Service,2019-07-10,taylorcynthia@example.org
S0916,Lynn Johnson,Technician,Sales,2023-06-07,mccormickanthony@example.org
S0917,Christopher Salazar,Salesperson,Management,2023-09-12,velazquezbenjamin@example.net
S0918,Lisa Flowers,Clerk,Administration,2023-08-25,stonebrandon@example.net
S0919,Michael Morton,Manager,Administration,2021-03-08,aperry@example.com
S0920,Kathryn Vasquez,Technician,Administration,2021-09-28,fisherjose@example.com
S0921,Kevin Brown,Salesperson,Management,2022-06-22,zstevenson@example.net
S0922,Stacey Gray,Manager,Management,2022-11-29,ydudley@example.com
S0923,Katrina Hunter,Salesperson,Management,2022-08-01,cliffordcrosby@example.org
S0924,Suzanne Jackson,Manager,Management,2023-12-19,salinaskrista@example.org
S0925,Joshua Pierce Jr.,Manager,Sales,2023-01-22,gabriel11@example.org
S0926,Darren Roberts,Clerk,Administration,2022-03-26,cwilliams@example.com
S0927,Mary Alexander,Salesperson,Service,2022-01-26,oclark@example.com
S0928,Ashley Spence,Salesperson,Service,2024-03-28,jennifermoore@example.net
S0929,Brittany Flores,Manager,Sales,2020-04-25,andersonandrew@example.net
S0930,Maria Mitchell,Technician,Service,2019-07-05,bholland@example.net
S0931,Christine Guzman,Technician,Management,2019-08-09,robertblackwell@example.net
S0932,John Mays,Technician,Management,2023-04-13,julia10@example.net
S0933,David Reyes,Clerk,Administration,2019-12-17,xwashington@example.net
S0934,Gary Moody,Manager,Service,2023-08-02,hoffmannicholas@example.net
S0935,Jennifer Edwards,Clerk,Service,2022-02-24,tbrown@example.org
S0936,Hector Mcdonald,Salesperson,Administration,2022-08-14,duranjoe@example.org
S0937,Craig Peterson,Clerk,Administration,2023-10-16,sarah54@example.net
S0938,Joseph Hill,Technician,Administration,2019-07-29,riostina@example.com
S0939,Jeanette Price,Technician,Service,2022-11-08,james04@example.net
S0940,Matthew Bailey,Technician,Management,2020-06-05,barrywilliam@example.net
S0941,Phillip Herrera,Salesperson,Service,2021-12-20,johnfisher@example.com
S0942,George Nelson,Technician,Service,2023-04-16,jasondaniels@example.net
S0943,Melissa Ali,Manager,Management,2019-11-05,michealbooth@example.net
S0944,Sandra Camacho,Manager,Management,2022-06-26,wgarcia@example.com
S0945,Kathryn Murray,Technician,Service,2020-05-08,ssalas@example.org
S0946,Nicholas Sandoval,Technician,Management,2022-08-05,eskinner@example.com
S0947,Jessica Day,Technician,Sales,2019-07-08,perryshawn@example.com
S0948,Mark Navarro,Salesperson,Sales,2019-05-27,tony88@example.org
S0949,Michelle Richards,Manager,Management,2023-05-08,xduran@example.org
S0950,Eric Jensen,Salesperson,Administration,2020-10-18,samanthaterry@example.net
S0951,Bonnie Mills,Technician,Service,2023-05-30,orobles@example.com
S0952,Dale Melendez,Salesperson,Service,2024-03-11,janet41@example.net
S0953,Mrs. Kelly Lawson,Clerk,Administration,2021-11-13,bwood@example.net
S0954,Tyler Kelly,Clerk,Administration,2023-12-22,steven36@example.com
S0955,Hannah Reese,Technician,Management,2023-05-06,chad10@example.org
S0956,Richard Green,Technician,Sales,2021-06-30,brendahopkins@example.org
S0957,Andre Cole,Salesperson,Service,2023-09-15,braunann@example.com
S0958,Martin Tucker,Clerk,Administration,2023-03-07,jessicagrimes@example.org
S0959,Brianna Nixon,Technician,Sales,2021-04-14,katherinejohnson@example.org
S0960,Matthew Wilson,Technician,Sales,2022-08-17,lsingh@example.org
S0961,Leslie Golden,Manager,Sales,2020-04-08,heatherkaufman@example.org
S0962,Robert Jenkins,Technician,Service,2021-02-13,vazquezdorothy@example.org
S0963,Wendy James,Salesperson,Administration,2020-04-17,sgraham@example.com
S0964,Amber Johnson,Technician,Administration,2022-01-30,garciamichael@example.org
S0965,Allison Torres,Technician,Administration,2022-04-12,xirwin@example.net
S0966,Barbara White,Technician,Management,2022-03-09,matthewvega@example.net
S0967,Carlos Martinez,Technician,Sales,2024-03-21,josebradley@example.net
S0968,Daniel Castillo,Technician,Service,2022-05-27,samuelcervantes@example.org
S0969,Marcus Lyons,Technician,Service,2022-10-24,jmason@example.org
S0970,Jake Vaughn,Clerk,Sales,2024-02-10,michaelmcdonald@example.org
S0971,Andre Miller,Manager,Sales,2021-05-02,marcomclaughlin@example.com
S0972,Mitchell Diaz,Manager,Service,2020-04-26,craigsamuel@example.org
S0973,Jennifer Neal,Manager,Management,2023-07-16,djackson@example.net
S0974,John Rodriguez,Clerk,Sales,2024-02-08,deannapierce@example.org
S0975,Eric Fisher,Salesperson,Administration,2023-06-11,shannon18@example.net
S0976,Jennifer Walters,Salesperson,Management,2019-06-29,qholmes@example.com
S0977,Jason Foster,Clerk,Service,2020-07-15,kara82@example.org
S0978,Paul Murphy,Salesperson,Sales,2024-02-03,harold15@example.com
S0979,Heidi Lewis,Clerk,Administration,2023-05-31,aprilpatrick@example.com
S0980,David Jackson,Salesperson,Sales,2022-10-01,iwilliams@example.net
S0981,Jeremy Price,Technician,Administration,2023-09-11,johnstonsheena@example.net
S0982,Paul White,Clerk,Sales,2022-04-14,qparrish@example.net
S0983,Benjamin Small,Salesperson,Sales,2023-05-12,isanchez@example.org
S0984,Alexander Cunningham,Manager,Service,2020-09-08,walkerkimberly@example.com
S0985,Sara Henderson,Salesperson,Sales,2019-12-14,johnstoncatherine@example.org
S0986,Todd Ellis,Clerk,Management,2022-09-01,jermaine10@example.org
S0987,Larry Marshall,Technician,Service,2021-04-26,barbarastewart@example.com
S0988,Charlotte Meyer,Manager,Management,2022-04-22,ashley43@example.org
S0989,Michael Gutierrez,Salesperson,Sales,2024-02-18,gregg07@example.com
S0990,Kirk Perez,Salesperson,Sales,2019-11-14,jacksoncarla@example.com
S0991,Helen Small,Technician,Service,2021-04-29,christine38@example.net
S0992,Michael Thompson,Salesperson,Administration,2019-05-08,bruiz@example.net
S0993,Katherine Mueller,Manager,Sales,2020-02-03,wbrock@example.org
S0994,Isabel Mcdonald,Clerk,Management,2022-03-29,megan79@example.org
S0995,Gregory Byrd,Salesperson,Management,2023-07-12,jonathan96@example.org
S0996,Robert Conner,Clerk,Sales,2021-10-13,jonescourtney@example.org
S0997,Dr. Juan Osborne MD,Manager,Service,2023-01-06,shelly94@example.com
S0998,Sophia Porter,Clerk,Management,2021-03-23,kristy74@example.com
S0999,Russell Rogers,Technician,Service,2022-09-07,brendaortiz@example.org
S1000,Travis Mcintosh,Clerk,Sales,2019-04-16,daviskevin@example.com
